method,dataset,seed,shot,category,revision,region_grid,region_fraction_of_canvas,pixel_ap,pixel_auroc,n_pixels,seconds,source,source_table,note
WinCLIP_native_240,btad,1,4,02,corrected,392x392,0.765625,0.2649651917960042,0.8517557597309893,35342720,10.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\btad_s1_k4_02.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,btad,1,4,03,corrected,392x392,0.5835777126099707,0.7282248722996972,0.9972733173321691,67765824,16.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\btad_s1_k4_03.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,btad,1,4,03,corrected,392x392,0.5835777126099707,0.0095404351604651,0.6422064385469585,67765824,17.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\btad_s1_k4_03.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mpdd,0,1,bracket_black,study,392x392,0.765625,0.005212981487235513,0.8964038560226414,12139456,2.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mpdd_s0_k1_bracket_black.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mpdd,0,1,bracket_black,study,392x392,0.765625,0.00796563581128296,0.854145162077051,12139456,3.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mpdd_s0_k1_bracket_black.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
AnomalyCLIP_zeroshot_518,mpdd,0,1,bracket_black,study,392x392,0.765625,0.17040098501179923,0.9380916516251783,12139456,2.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\anomalyclip_zs\region_maps\anomalyclip_zeroshot_518\mpdd_s0_k1_bracket_black.npz,05_baselines_ext_20260921/AnomalyCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mpdd,0,1,bracket_brown,study,392x392,0.765625,0.07150648522660799,0.950213596874042,11832128,2.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mpdd_s0_k1_bracket_brown.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mpdd,0,1,bracket_brown,study,392x392,0.765625,0.1712181786963066,0.9450867522014792,11832128,2.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mpdd_s0_k1_bracket_brown.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
AnomalyCLIP_zeroshot_518,mpdd,0,1,bracket_brown,study,392x392,0.765625,0.06636997458246627,0.9149729743750398,11832128,2.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\anomalyclip_zs\region_maps\anomalyclip_zeroshot_518\mpdd_s0_k1_bracket_brown.npz,05_baselines_ext_20260921/AnomalyCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mpdd,0,1,bracket_white,study,392x392,0.765625,0.008056779283152083,0.9735165564163984,9219840,2.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mpdd_s0_k1_bracket_white.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mpdd,0,1,bracket_white,study,392x392,0.765625,0.0024867058009066505,0.9270693771363168,9219840,2.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mpdd_s0_k1_bracket_white.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
AnomalyCLIP_zeroshot_518,mpdd,0,1,bracket_white,study,392x392,0.765625,0.11863519671543007,0.9971756143914507,9219840,2.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\anomalyclip_zs\region_maps\anomalyclip_zeroshot_518\mpdd_s0_k1_bracket_white.npz,05_baselines_ext_20260921/AnomalyCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mpdd,0,1,connector,study,392x392,0.765625,0.06053528836150175,0.9326694158265662,6761216,1.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mpdd_s0_k1_connector.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mpdd,0,1,connector,study,392x392,0.765625,0.11571051936588544,0.8788372934558771,6761216,1.5,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mpdd_s0_k1_connector.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
AnomalyCLIP_zeroshot_518,mpdd,0,1,connector,study,392x392,0.765625,0.11589961050795153,0.9433228061663959,6761216,1.5,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\anomalyclip_zs\region_maps\anomalyclip_zeroshot_518\mpdd_s0_k1_connector.npz,05_baselines_ext_20260921/AnomalyCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mpdd,0,1,metal_plate,study,392x392,0.765625,0.6800341011150982,0.9417044612319081,14905408,4.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mpdd_s0_k1_metal_plate.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mpdd,0,1,metal_plate,study,392x392,0.765625,0.6191712462557672,0.9153821766342195,14905408,4.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mpdd_s0_k1_metal_plate.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
AnomalyCLIP_zeroshot_518,mpdd,0,1,metal_plate,study,392x392,0.765625,0.7326667652167267,0.9393781865548902,14905408,4.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\anomalyclip_zs\region_maps\anomalyclip_zeroshot_518\mpdd_s0_k1_metal_plate.npz,05_baselines_ext_20260921/AnomalyCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mpdd,0,1,tubes,study,392x392,0.765625,0.7228459070737582,0.9908887381089388,15520064,3.5,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mpdd_s0_k1_tubes.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mpdd,0,1,tubes,study,392x392,0.765625,0.20385410486531258,0.9440317723263646,15520064,3.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mpdd_s0_k1_tubes.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
AnomalyCLIP_zeroshot_518,mpdd,0,1,tubes,study,392x392,0.765625,0.4305449367836641,0.9743690013635986,15520064,3.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\anomalyclip_zs\region_maps\anomalyclip_zeroshot_518\mpdd_s0_k1_tubes.npz,05_baselines_ext_20260921/AnomalyCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mpdd,0,4,bracket_black,study,392x392,0.765625,0.07289647488720878,0.9716195073669308,12139456,2.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mpdd_s0_k4_bracket_black.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mpdd,0,4,bracket_black,study,392x392,0.765625,0.026692994625145294,0.8877514624793633,12139456,2.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mpdd_s0_k4_bracket_black.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mpdd,0,4,bracket_brown,study,392x392,0.765625,0.059950903306531036,0.9503579193861919,11832128,2.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mpdd_s0_k4_bracket_brown.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mpdd,0,4,bracket_brown,study,392x392,0.765625,0.13761834975717682,0.9346836640315196,11832128,2.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mpdd_s0_k4_bracket_brown.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mpdd,0,4,bracket_white,study,392x392,0.765625,0.012975965867764486,0.9827143317635558,9219840,2.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mpdd_s0_k4_bracket_white.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mpdd,0,4,bracket_white,study,392x392,0.765625,0.0014435839629108231,0.8784356260180619,9219840,2.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mpdd_s0_k4_bracket_white.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mpdd,0,4,connector,study,392x392,0.765625,0.23399545900574198,0.9744968408951872,6761216,1.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mpdd_s0_k4_connector.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mpdd,0,4,connector,study,392x392,0.765625,0.15844004427067337,0.8908324016079529,6761216,1.5,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mpdd_s0_k4_connector.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mpdd,0,4,metal_plate,study,392x392,0.765625,0.8262608988981971,0.9647948628452484,14905408,4.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mpdd_s0_k4_metal_plate.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mpdd,0,4,metal_plate,study,392x392,0.765625,0.5842500060083279,0.8974970813125068,14905408,4.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mpdd_s0_k4_metal_plate.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mpdd,0,4,tubes,study,392x392,0.765625,0.7552806329882163,0.9938659198094312,15520064,3.5,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mpdd_s0_k4_tubes.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mpdd,0,4,tubes,study,392x392,0.765625,0.2441763375163789,0.9557009343012394,15520064,3.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mpdd_s0_k4_tubes.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mpdd,1,1,bracket_black,study,392x392,0.765625,0.039530305825213025,0.9532907375354952,12139456,2.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mpdd_s1_k1_bracket_black.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mpdd,1,1,bracket_black,study,392x392,0.765625,0.02534775051706936,0.8828411713867841,12139456,2.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mpdd_s1_k1_bracket_black.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mpdd,1,1,bracket_brown,study,392x392,0.765625,0.06284173628741498,0.9470067945057986,11832128,2.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mpdd_s1_k1_bracket_brown.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mpdd,1,1,bracket_brown,study,392x392,0.765625,0.17743798437653527,0.9488865793408142,11832128,2.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mpdd_s1_k1_bracket_brown.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mpdd,1,1,bracket_white,study,392x392,0.765625,0.007206754674246939,0.9710423225566424,9219840,2.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mpdd_s1_k1_bracket_white.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mpdd,1,1,bracket_white,study,392x392,0.765625,0.0027004956513495644,0.9323518119862209,9219840,2.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mpdd_s1_k1_bracket_white.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mpdd,1,1,connector,study,392x392,0.765625,0.23452331404604823,0.9717943027283995,6761216,1.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mpdd_s1_k1_connector.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mpdd,1,1,connector,study,392x392,0.765625,0.10513009109489349,0.8770758405961486,6761216,1.5,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mpdd_s1_k1_connector.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mpdd,1,1,metal_plate,study,392x392,0.765625,0.7646298984319859,0.9375440386676921,14905408,4.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mpdd_s1_k1_metal_plate.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mpdd,1,1,metal_plate,study,392x392,0.765625,0.6285672927369658,0.910895604557949,14905408,4.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mpdd_s1_k1_metal_plate.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mpdd,1,1,tubes,study,392x392,0.765625,0.7403048525867622,0.9913748609624128,15520064,3.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mpdd_s1_k1_tubes.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mpdd,1,1,tubes,study,392x392,0.765625,0.2080891289930311,0.9464324552715545,15520064,3.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mpdd_s1_k1_tubes.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mpdd,1,4,bracket_black,study,392x392,0.765625,0.03983292194958918,0.9554021860175471,12139456,2.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mpdd_s1_k4_bracket_black.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mpdd,1,4,bracket_black,study,392x392,0.765625,0.02966088665114995,0.8912763082714166,12139456,3.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mpdd_s1_k4_bracket_black.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mpdd,1,4,bracket_brown,study,392x392,0.765625,0.09330394267024537,0.966236054009508,11832128,2.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mpdd_s1_k4_bracket_brown.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mpdd,1,4,bracket_brown,study,392x392,0.765625,0.11022774367725734,0.9495238285706659,11832128,2.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mpdd_s1_k4_bracket_brown.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mpdd,1,4,bracket_white,study,392x392,0.765625,0.028695422705941373,0.9889698423199824,9219840,2.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mpdd_s1_k4_bracket_white.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mpdd,1,4,bracket_white,study,392x392,0.765625,0.0016841688746956907,0.8963915869840945,9219840,2.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mpdd_s1_k4_bracket_white.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mpdd,1,4,connector,study,392x392,0.765625,0.5471881409508914,0.9823728410952424,6761216,1.5,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mpdd_s1_k4_connector.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mpdd,1,4,connector,study,392x392,0.765625,0.1542462949114035,0.8951858360430789,6761216,1.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mpdd_s1_k4_connector.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mpdd,1,4,metal_plate,study,392x392,0.765625,0.8317550157354126,0.9673515809801309,14905408,4.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mpdd_s1_k4_metal_plate.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mpdd,1,4,metal_plate,study,392x392,0.765625,0.5753261201415522,0.8974770644337365,14905408,4.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mpdd_s1_k4_metal_plate.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mpdd,1,4,tubes,study,392x392,0.765625,0.7661312399821173,0.993546381100775,15520064,3.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mpdd_s1_k4_tubes.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mpdd,1,4,tubes,study,392x392,0.765625,0.2374840090558581,0.9540698234514554,15520064,3.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mpdd_s1_k4_tubes.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mvtec,0,1,bottle,corrected,392x392,0.765625,0.733016464423392,0.9757923525867159,12754112,3.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mvtec_s0_k1_bottle.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mvtec,0,1,bottle,corrected,392x392,0.765625,0.535864941714114,0.8994393971298219,12754112,3.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mvtec_s0_k1_bottle.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
AnomalyCLIP_zeroshot_518,mvtec,0,1,bottle,corrected,392x392,0.765625,0.5889897660770701,0.8938254586307784,12754112,3.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\anomalyclip_zs\region_maps\anomalyclip_zeroshot_518\mvtec_s0_k1_bottle.npz,05_baselines_ext_20260921/AnomalyCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mvtec,0,1,cable,corrected,392x392,0.765625,0.4966325174602497,0.9281370688502137,23049600,5.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mvtec_s0_k1_cable.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mvtec,0,1,cable,corrected,392x392,0.765625,0.04647399808739707,0.49156378790202443,23049600,6.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mvtec_s0_k1_cable.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
AnomalyCLIP_zeroshot_518,mvtec,0,1,cable,corrected,392x392,0.765625,0.3571822136629593,0.870781510508533,23049600,5.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\anomalyclip_zs\region_maps\anomalyclip_zeroshot_518\mvtec_s0_k1_cable.npz,05_baselines_ext_20260921/AnomalyCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mvtec,0,1,capsule,corrected,392x392,0.765625,0.4344608997883002,0.9745272251253306,20283648,4.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mvtec_s0_k1_capsule.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mvtec,0,1,capsule,corrected,392x392,0.765625,0.07969028053655143,0.8789610293224117,20283648,4.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mvtec_s0_k1_capsule.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
AnomalyCLIP_zeroshot_518,mvtec,0,1,capsule,corrected,392x392,0.765625,0.32048381597097186,0.9512905589312239,20283648,4.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\anomalyclip_zs\region_maps\anomalyclip_zeroshot_518\mvtec_s0_k1_capsule.npz,05_baselines_ext_20260921/AnomalyCLIP,"new method, evaluated on the shared region of this unit"
SubspaceAD_native_fp16,mvtec,0,1,carpet,corrected,392x392,0.765625,0.562804715047738,0.9903652853276815,17978688,4.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\subspacead\region_maps\subspacead_native_fp16\mvtec_s0_k1_carpet.npz,05_baselines_ext_20260921/SubspaceAD,"new method, evaluated on the shared region of this unit"
WinCLIP_native_240,mvtec,0,1,carpet,corrected,392x392,0.765625,0.6005487297458625,0.9811992045193603,17978688,4.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_ext_20260921\winclip_plus\region_maps\winclip_native_240\mvtec_s0_k1_carpet.npz,05_baselines_ext_20260921/WinCLIP,"new method, evaluated on the shared region of this unit"
