dataset,seed,shot,category,group,area_ratio_low,area_ratio_high,n_normal_images,n_abnormal_in_group,descriptive_only
visa,2,8,macaroni1,small,0.001,0.01,100,19,False
visa,2,8,macaroni1,large,0.01,1.01,100,0,True
visa,2,8,macaroni2,tiny,0.0,0.001,100,84,False
visa,2,8,macaroni2,small,0.001,0.01,100,16,False
visa,2,8,macaroni2,large,0.01,1.01,100,0,True
visa,2,8,pcb1,tiny,0.0,0.001,100,4,True
visa,2,8,pcb1,small,0.001,0.01,100,83,False
visa,2,8,pcb1,large,0.01,1.01,100,13,False
visa,2,8,pcb2,tiny,0.0,0.001,100,6,True
visa,2,8,pcb2,small,0.001,0.01,100,86,False
visa,2,8,pcb2,large,0.01,1.01,100,8,True
visa,2,8,pcb3,tiny,0.0,0.001,101,2,True
visa,2,8,pcb3,small,0.001,0.01,101,84,False
visa,2,8,pcb3,large,0.01,1.01,101,14,False
visa,2,8,pcb4,tiny,0.0,0.001,101,2,True
visa,2,8,pcb4,small,0.001,0.01,101,50,False
visa,2,8,pcb4,large,0.01,1.01,101,48,False
visa,2,8,pipe_fryum,tiny,0.0,0.001,50,38,False
visa,2,8,pipe_fryum,small,0.001,0.01,50,51,False
visa,2,8,pipe_fryum,large,0.01,1.01,50,11,False
